brand,screen_size,harddisk,cpu,OS,price,integer_ram
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,11.6,32.0,Celeron,Chrome OS,229.0,4.0
Dell,13.3,1000.0,Intel,Win,897.52,16.0
Dell,13.3,1000.0,Intel,Win,911.02,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.0,512.0,Intel,Win,2799.0,16.0
Lenovo,15.6,256.0,Intel,Win,559.41,8.0
Dell,15.6,512.0,Intel,Win,1036.82,16.0
Msi,15.6,512.0,Intel,Win,1899.0,16.0
Dell,14.0,512.0,Intel,Win,931.99,16.0
Dell,15.6,1.0,Intel,Win,1779.95,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Msi,14.0,512.0,Intel,Win,589.99,8.0
Dell,15.6,512.0,Intel,Win,1239.81,16.0
Dell,15.0,1000.0,Intel,Win,1999.0,64.0
Dell,15.6,1.0,Intel,Win,740.6,32.0
Msi,17.0,2.0,Intel,Win,5499.0,32.0
Hp,16.0,512.0,Intel,Win,2098.99,16.0
Dell,14.0,512.0,Intel,Win,931.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,256.0,Intel,Win,188.0,8.0
Dell,17.0,512.0,Intel,Win,1299.0,16.0
Lenovo,14.0,512.0,Intel,Win,1279.99,16.0
Lenovo,14.0,320.0,Intel,Win,138.0,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,512.0,Intel,Win,2110.35,32.0
Lenovo,15.6,256.0,Intel,Win,599.95,8.0
Lenovo,15.6,1000.0,Celeron,Win,528.18,6.0
Dell,14.0,256.0,Intel,Win,779.62,16.0
Dell,16.0,1000.0,Intel,Win,1269.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,12.5,128.0,Intel,Win,212.98,8.0
Acer,14.0,128.0,Intel,Chrome OS,719.0,8.0
Apple,15.6,512.0,Intel,Mac,1899.0,24.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,256.0,Intel,Win,1869.0,16.0
Dell,14.0,512.0,Intel,Win,1749.95,32.0
Dell,17.0,1000.0,Intel,Win,2498.99,32.0
Hp,15.6,512.0,Intel,Win,2799.0,32.0
Dell,15.6,1.0,Intel,Win,1999.0,4.0
Dell,14.0,256.0,Intel,Win,1450.77,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Msi,14.0,1.0,Intel,Win,1334.95,16.0
Dell,15.6,1000.0,Intel,Win,1789.81,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Msi,17.3,512.0,Intel,Win,1877.99,16.0
Dell,13.3,512.0,Intel,Win,994.79,16.0
Dell,13.4,512.0,Intel,Win,1807.78,16.0
Lenovo,14.0,2.0,Intel,Win,2207.14,32.0
Dell,15.6,512.0,Intel,Win,792.78,32.0
Dell,14.0,512.0,Intel,Win,285.98,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,13.3,512.0,Intel,Win,815.0,8.0
Hp,14.0,256.0,Ryzen,Win,971.99,16.0
Dell,14.0,2.0,Intel,Win,1575.99,32.0
Lenovo,13.3,256.0,Intel,Win,1601.99,16.0
Lenovo,15.6,128.0,Intel,Win,247.49,4.0
Dell,14.0,1.0,Intel,Win,1569.99,32.0
Dell,15.6,256.0,Intel,Win,878.37,16.0
Dell,14.0,512.0,Intel,Win,997.74,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,1999.0,4.0
Dell,15.6,1000.0,Intel,Win,2425.99,64.0
Dell,17.0,512.0,Intel,Win,2930.46,32.0
Dell,15.6,512.0,Ryzen,Win,1159.0,16.0
Dell,15.6,256.0,Intel,Win,1597.77,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,13.3,256.0,Intel,Win,1149.0,16.0
Msi,17.3,512.0,Intel,Win,1699.99,32.0
Asus,14.0,64.0,Celeron,Win,199.99,4.0
Hp,13.3,512.0,Intel,Win,1930.77,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,512.0,Intel,Win,902.98,8.0
Lenovo,14.0,512.0,Intel,Win,2599.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,17.3,2000.0,Intel,Win,3274.46,64.0
Dell,15.6,512.0,Intel,Win,1599.0,64.0
Dell,13.3,256.0,Intel,Win,694.19,8.0
Lenovo,15.6,256.0,Intel,Win,1090.57,8.0
Dell,14.0,512.0,Intel,Win,1899.0,16.0
Dell,13.0,512.0,Intel,Win,1031.79,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,128.0,Intel,Win,529.95,8.0
Dell,14.0,512.0,Intel,Win,1472.99,16.0
Dell,15.6,2000.0,Intel,Win,1030.18,64.0
Dell,13.3,256.0,Intel,Win,951.99,8.0
Dell,14.0,2.0,Intel,Win,1406.04,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,11.6,256.0,Intel,Win,993.99,8.0
Lenovo,14.0,512.0,Intel,Win,1455.77,16.0
Dell,16.0,512.0,Intel,Win,1438.99,32.0
Msi,15.6,512.0,Intel,Win,1113.87,16.0
Dell,13.4,512.0,Intel,Win,1069.81,8.0
Dell,14.0,512.0,Intel,Win,1199.95,16.0
Lenovo,15.6,128.0,AMD,Win,599.99,8.0
Lenovo,14.0,256.0,Intel,Win,1149.18,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,13.3,2.0,Intel,Win,881.74,16.0
Dell,17.0,4.0,Intel,Win,3799.99,64.0
Dell,14.0,256.0,Intel,Win,765.75,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Asus,15.6,512.0,Intel,Win,718.46,8.0
Dell,17.3,1000.0,Intel,Win,2402.99,32.0
Onn,13.3,128.0,Intel,Win,203.0,4.0
Latitude,14.0,128.0,Intel,Win,111.05,8.0
Msi,15.6,1.0,Intel,Win,1399.0,16.0
Samsung,11.6,16.0,Celeron,Chrome OS,149.95,2.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,1942.83,16.0
Dell,16.0,512.0,Ryzen,Win,708.99,16.0
Dell,15.6,1.0,Intel,Win,620.64,16.0
Dell,13.3,512.0,Intel,Win,934.67,16.0
Msi,14.0,512.0,Intel,Win,1099.0,16.0
Dell,14.0,512.0,Intel,Win,1590.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,14.0,512.0,Intel,Win,2427.19,32.0
Dell,14.0,256.0,Intel,Win,822.06,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Asus,14.0,64.0,Celeron,Win,325.0,4.0
Hp,17.3,8.0,Intel,Win,4339.0,64.0
Dell,15.6,512.0,Intel,Win,1499.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,1000.0,Intel,Win,1729.95,64.0
Lg,17.0,512.0,Intel,Win,1396.99,16.0
Dell,14.0,512.0,Intel,Win,885.12,32.0
Hp,15.6,512.0,Intel,Win,2399.0,16.0
Lenovo,16.0,2.0,Intel,Win,3619.99,32.0
Dell,14.0,512.0,Intel,Win,2399.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1000.0,Intel,Win,3351.99,64.0
Lenovo,15.6,256.0,Intel,Win,599.0,8.0
Asus,13.3,512.0,Intel,Win,1399.0,8.0
Hp,14.0,256.0,Intel,Win,519.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,1.0,Intel,Win,1846.99,64.0
Dell,15.6,2.0,Ryzen,Win,2699.0,64.0
Dell,15.6,512.0,Intel,Win,1550.25,16.0
Panasonic,13.1,500.0,Intel,Win,399.99,4.0
Hp,16.1,2.0,Intel,Win,2029.99,64.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Samsung,11.6,32.0,Intel,Chrome OS,298.0,4.0
Dell,14.0,512.0,Intel,Win,1577.98,16.0
Dell,15.6,256.0,Intel,Win,1199.95,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Asus,15.6,512.0,Intel,Win,772.2,8.0
Hp,15.6,256.0,Intel,Win,849.99,8.0
Dell,11.6,128.0,Celeron,Win,305.39,4.0
Dell,14.0,512.0,Intel,Win,2418.3,32.0
Apple,12.0,512.0,Intel,Mac,779.95,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,17.3,4000.0,Ryzen,Win,2756.99,64.0
Lenovo,14.0,256.0,Intel,Win,419.0,8.0
Lenovo,15.6,1.0,Intel,Win,3999.0,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,15.6,256.0,AMD,Win,449.0,8.0
Lenovo,14.0,512.0,Intel,Win,2466.99,16.0
Alienware,15.6,512.0,Intel,Win,1329.95,16.0
Dell,15.6,1000.0,Intel,Win,1550.64,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,256.0,Intel,Win,295.97,8.0
Hp,11.6,128.0,Intel,Win,229.98,8.0
Dell,14.0,1000.0,Intel,Win,1507.16,32.0
Dell,17.0,4000.0,Intel,Win,2470.99,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,15.6,1.0,Intel,Win,2199.0,16.0
Dell,13.0,512.0,Intel,Win,1047.29,16.0
Dell,15.6,1000.0,Intel,Win,949.95,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,1000.0,Intel,Win,2293.99,32.0
Msi,17.3,512.0,Intel,Win,1799.0,16.0
Dell,13.0,512.0,Intel,Win,1295.53,16.0
Dell,17.3,1.0,Intel,Win,1778.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,16.0,1000.0,Ryzen,Win,913.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Asus,15.6,512.0,Intel,Win,723.16,8.0
Dell,14.0,512.0,Intel,Win,1680.46,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,16.0,1000.0,Intel,Win,1689.0,16.0
Dell,15.6,1.0,Intel,Win,1085.99,64.0
Latitude,13.3,128.0,Intel,Win,289.95,8.0
Dell,14.0,512.0,Intel,Win,1295.03,32.0
Asus,14.0,128.0,Pentium,Win,319.99,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,4.0,Intel,Win,3271.99,4.0
Dell,15.6,256.0,Intel,Win,1099.81,8.0
Msi,17.3,1.0,Intel,Win,3449.0,32.0
Dell,14.0,128.0,Intel,Win,1099.95,16.0
Msi,15.6,512.0,Intel,Win,1349.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,16.0,2000.0,Intel,Win,1091.99,32.0
Dell,16.0,1000.0,Intel,Win,1166.97,16.0
Dell,15.6,1.0,AMD,Win,1429.99,32.0
Lenovo,15.6,256.0,AMD,Win,499.0,8.0
Lenovo,14.0,256.0,Intel,Win,699.99,8.0
Dell,13.4,512.0,Intel,Win,1899.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Acer,14.0,256.0,Ryzen,Chrome OS,999.99,16.0
Hp,15.6,256.0,Pentium,Win,439.0,8.0
Dell,15.6,256.0,Intel,Win,1094.13,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,1653.74,16.0
Dell,17.3,1000.0,Intel,Win,1688.99,32.0
Acer,11.6,64.0,Celeron,Chrome OS,246.39,4.0
Asus,13.3,512.0,Intel,Win,769.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,256.0,Intel,Win,671.84,16.0
Dell,14.0,512.0,Intel,Win,610.68,16.0
Acer,15.6,512.0,Intel,Win,2299.0,16.0
Dell,14.0,1.0,Intel,Win,947.06,64.0
Lenovo,14.0,128.0,AMD,Win,248.0,4.0
Hp,11.6,512.0,Intel,Win,249.98,8.0
Dell,15.6,1.0,Intel,Win,1900.0,32.0
Hp,14.0,256.0,Intel,Win,989.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,689.99,16.0
Alienware,15.6,512.0,Intel,Win,1699.95,16.0
Vaio,14.0,2.0,Intel,Win,1930.95,16.0
Dell,15.6,512.0,AMD,Win,1332.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,512.0,Intel,Win,311.6,16.0
Dell,13.3,256.0,Intel,Win,750.74,16.0
Dell,15.6,512.0,Intel,Win,2389.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,15.6,500.0,Celeron,Win,248.88,4.0
Dell,15.6,512.0,Intel,Win,1699.95,16.0
Dell,15.6,512.0,Intel,Win,989.0,8.0
Toughbook,13.0,500.0,Intel,Win,595.97,16.0
Dell,17.3,256.0,Intel,Win,1799.95,16.0
Dell,14.0,256.0,Intel,Win,254.98,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,1603.27,32.0
Dell,17.0,1000.0,Intel,Win,2560.59,64.0
Dell,13.0,256.0,Intel,Win,750.74,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,512.0,Intel,Win,1646.99,16.0
Dell,15.6,1000.0,Ryzen,Win,1488.13,16.0
Dell,14.0,256.0,Intel,Win,1549.0,16.0
Hp,16.0,1.0,Intel,Win,2592.06,32.0
Dell,13.0,128.0,Intel,Win,750.74,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,15.6,512.0,Ryzen,Win,999.99,16.0
Dell,14.0,512.0,Intel,Win,801.99,16.0
Dell,15.6,500.0,Intel,Win,259.0,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,256.0,Intel,Win,276.98,16.0
Dell,14.0,256.0,Intel,Win,836.99,16.0
Dell,15.6,256.0,Intel,Win,269.98,16.0
Lenovo,14.0,128.0,Intel,Win,315.0,8.0
Dell,15.6,1000.0,Intel,Win,1641.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,12.5,256.0,Intel,Win,469.99,8.0
Asus,15.6,512.0,Intel,Win,1199.0,8.0
Dell,13.3,1000.0,Intel,Win,890.99,16.0
Apple,13.3,128.0,Intel,Mac,689.95,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,2604.98,16.0
Asus,15.6,1.0,Intel,Win,2799.0,16.0
Hp,17.0,256.0,Intel,Win,589.0,8.0
Dell,15.6,512.0,Intel,Win,1094.99,16.0
Dell,15.6,1.0,Intel,Win,2193.98,32.0
Msi,14.0,128.0,Intel,Win,535.88,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,15.6,512.0,AMD,Win,585.69,20.0
Dell,14.0,512.0,Intel,Win,2220.88,32.0
Dell,15.6,1.0,Intel,Win,656.85,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,18.0,1000.0,Intel,Win,2919.58,64.0
Dell,14.0,512.0,Intel,Win,861.48,16.0
Dell,16.0,512.0,Intel,Win,1183.99,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Luqeeg,15.6,512.0,Intel,Win,392.17,16.0
Lenovo,11.6,32.0,AMD,Chrome OS,199.99,4.0
Dell,17.0,1.0,Intel,Win,2905.39,32.0
Asus,13.3,512.0,Intel,Win,1499.0,1.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,256.0,Intel,Win,660.0,8.0
Apple,14.0,1.0,Apple M1,Mac,2611.35,32.0
Dell,13.3,128.0,Intel,Win,1179.81,8.0
Dell,15.6,1000.0,Intel,Win,1788.99,64.0
Dell,17.3,2000.0,Intel,Win,2923.99,32.0
Acer,14.0,1.0,AMD,Win,999.0,16.0
Dell,15.0,512.0,Intel,Win,1715.99,16.0
Asus,17.3,1000.0,Intel,Win,2299.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,512.0,Intel,Win,1457.0,16.0
Dell,14.1,160.0,Intel,Win,149.95,4.0
Dell,16.0,1000.0,Intel,Win,1887.62,32.0
Asus,15.6,1256.0,8032,Win,1999.0,16.0
Dell,14.0,128.0,Intel,Chrome OS,286.43,8.0
Lenovo,14.0,256.0,Ryzen,Win,849.0,16.0
Dell,14.0,512.0,Intel,Win,808.55,16.0
Dell,14.0,512.0,Ryzen,Win,799.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,256.0,Intel,Win,1899.0,16.0
Dell,14.0,512.0,Intel,Win,1225.48,32.0
Lenovo,14.0,256.0,Intel,Win,1299.0,8.0
Hp,14.0,256.0,Intel,Win,586.14,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.0,256.0,Intel,Win,738.79,16.0
Microtella,15.6,256.0,Intel,Win,749.99,8.0
Dell,17.3,1000.0,Intel,Win,1689.18,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,256.0,Ryzen,Win,799.0,8.0
Dell,17.3,2000.0,Intel,Win,2992.63,32.0
Hp,16.0,1.0,Intel,Win,1548.38,32.0
Gigabyte,17.3,2.0,Intel,Win,2999.0,16.0
Dell,15.6,1.0,Intel,Win,1399.95,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.3,1000.0,Intel,Win,2738.99,32.0
Hp,17.3,2.0,Intel,Win,2719.0,64.0
Lenovo,15.6,1.0,Intel,Win,587.55,8.0
Dell,13.3,256.0,Intel,Win,656.52,8.0
Dell,13.3,1000.0,Intel,Win,1685.69,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,320.0,Intel,Win,119.0,4.0
Dell,15.6,2.0,Intel,Win,1037.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,16.0,1000.0,Intel,Win,1245.99,24.0
Gigabyte,15.0,512.0,Intel,Win,1199.99,32.0
Dell,15.6,256.0,Ryzen,Win,409.0,8.0
Lenovo,15.6,512.0,Intel,Win,2130.16,16.0
Lenovo,14.0,512.0,Intel,Win,1615.85,16.0
Asus,15.6,512.0,Intel,Win,1229.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,512.0,Intel,Win,1274.77,16.0
Dell,15.6,512.0,Intel,Win,1637.99,16.0
Hp,16.1,4.0,Intel,Win,2229.0,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,2069.66,16.0
Dell,17.0,2.0,Intel,Win,3061.62,64.0
Latitude,14.0,256.0,Intel,Win,133.55,8.0
Dell,15.6,512.0,Intel,Win,1299.95,16.0
Dell,15.6,2000.0,Intel,Win,2149.99,64.0
Dell,13.3,500.0,Intel,Win,198.98,4.0
Lenovo,13.3,512.0,Intel,Win,999.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,1000.0,Intel,Win,1046.99,32.0
Dell,14.0,1.0,Intel,Win,988.99,64.0
Hp,13.5,512.0,Intel,Win,2742.99,16.0
Lenovo,13.3,256.0,Intel,Win,1049.0,8.0
Dell,15.0,512.0,Intel,Win,1046.99,16.0
Dell,15.6,1000.0,Intel,Win,1827.99,16.0
Dell,15.6,2000.0,Intel,Win,2772.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,17.0,1.5,Intel,Win,3346.83,64.0
Alienware,15.6,512.0,Intel,Win,2699.0,16.0
