brand,screen_size,harddisk,cpu,OS,price,integer_ram
Dell,13.4,512.0,Intel,Win,992.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,14.0,256.0,Intel,Win,1900.08,16.0
Acer,15.6,512.0,Intel,Win,714.99,16.0
Hp,11.6,32.0,Media,Chrome OS,270.28,4.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,1000.0,Intel,Win,2167.89,32.0
Hp,13.5,256.0,Intel,Win,1003.99,16.0
Asus,14.0,32.0,Celeron,Chrome OS,212.32,4.0
Dell,14.0,512.0,Intel,Win,499.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,16.0,1.0,Intel,Win,2699.0,32.0
Dell,15.6,1000.0,Intel,Win,1389.84,32.0
Hp,14.0,64.0,Celeron,Win,229.99,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,17.3,1.0,Intel,Win,1449.99,8.0
Dell,14.0,256.0,Intel,Win,1377.76,16.0
Dell,15.6,1000.0,Intel,Win,1948.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Intel,Win,699.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,128.0,Intel,Win,249.99,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Samsung,14.0,1.0,Intel,Win,1409.99,16.0
Lenovo,15.6,256.0,Intel,Win,1059.0,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,2.0,Ryzen,Win,1081.5,64.0
Hp,16.0,1.0,Intel,Win,3196.99,32.0
Acer,14.0,512.0,Intel,Win,1079.99,16.0
Hp,17.3,1.0,Intel,Win,729.99,32.0
Dell,14.0,256.0,Intel,Win,219.0,8.0
Dell,15.6,512.0,Intel,Win,1629.95,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,15.6,512.0,Intel,Win,478.88,12.0
Lenovo,16.0,512.0,Intel,Win,1370.49,16.0
Dell,16.0,512.0,Intel,Win,1616.99,32.0
Dell,15.6,2.0,Intel,Win,2539.99,64.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,512.0,Intel,Win,1849.99,16.0
Asus,14.0,64.0,Celeron,Chrome OS,184.99,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,16.0,2.0,Ryzen,Win,2899.99,32.0
Dell,13.0,1000.0,Intel,Win,1150.99,16.0
Dell,14.0,512.0,Intel,Win,999.99,16.0
Hp,15.6,512.0,AMD,Win,709.99,16.0
Acer,14.0,64.0,Pentium,Chrome OS,489.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,512.0,Intel,Win,351.98,16.0
Asus,15.6,256.0,Intel,Win,460.0,8.0
Lenovo,14.0,256.0,Ryzen,Win,849.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Toughbook,10.1,256.0,Intel,Win,999.99,8.0
Hp,14.0,256.0,Intel,Win,1384.99,16.0
Dell,13.4,512.0,Intel,Win,1041.99,16.0
Lenovo,15.6,512.0,Intel,Win,1698.49,16.0
Lenovo,16.0,512.0,Ryzen,Win,1449.99,16.0
Dell,14.0,512.0,Intel,Win,425.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,2.0,Intel,Win,1247.21,64.0
Asus,16.0,1.0,Ryzen,Win,899.99,16.0
Lg,17.0,2.0,Intel,Win,1782.96,16.0
Lenovo,14.0,1.0,Intel,Win,1356.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,12.3,512.0,Intel,Win,869.99,16.0
Acer,15.6,512.0,Intel,Win,630.15,16.0
Apple,13.6,512.0,Apple M1,Mac,1588.42,16.0
Lenovo,11.6,32.0,Celeron,Chrome OS,203.77,4.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,11.6,32.0,Media,Chrome OS,204.95,32.0
Dell,13.3,1024.0,Intel,Win,1163.21,16.0
Dell,15.6,256.0,Intel,Win,901.85,8.0
Lenovo,14.0,64.0,Media,Chrome OS,177.0,4.0
Hp,15.6,512.0,Intel,Win,2499.0,16.0
Hp,11.6,16.0,Celeron,Chrome OS,75.0,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,14.0,64.0,Pentium,Chrome OS,432.7,8.0
Dell,13.4,1000.0,Intel,Win,1501.49,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,15.6,128.0,Celeron,Win,316.99,8.0
Samsung,15.6,512.0,Intel,Win,1320.86,16.0
Dell,17.3,512.0,Intel,Win,3075.33,32.0
Dell,14.1,300.0,Intel,Win,84.54,2.0
Gateway,14.0,64.0,Celeron,Win,169.99,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,14.0,512.0,Intel,Win,1049.99,16.0
Asus,14.0,320.0,Celeron,Win,324.37,4.0
Dell,15.6,1000.0,Intel,Win,2929.35,64.0
Lenovo,16.0,1.0,Ryzen,Win,2251.99,32.0
Acer,14.0,512.0,Intel,Win,532.49,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,128.0,Intel,Win,399.0,4.0
Lenovo,11.6,32.0,Intel,Chrome OS,239.99,4.0
Dell,15.6,2000.0,Intel,Win,356.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,13.3,256.0,Intel,Win,1863.52,16.0
Dell,14.0,512.0,Intel,Win,2312.24,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Intel,Win,499.99,20.0
Dell,14.0,1.0,Intel,Win,1670.17,32.0
Toughbook,10.1,128.0,core_m,Win,959.0,8.0
Dell,14.0,256.0,Intel,Win,876.02,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,13.3,256.0,Ryzen,Win,500.11,8.0
Lenovo,16.0,2.0,Intel,Win,2319.0,64.0
Dell,17.0,512.0,Intel,Win,2701.64,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,15.6,256.0,Ryzen,Win,528.18,8.0
Dell,13.3,256.0,Intel,Win,699.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Intel,Win,1019.0,8.0
Acer,14.0,1.0,Intel,Win,1347.59,16.0
Asus,13.3,512.0,Intel,Win,1099.0,8.0
Asus,14.0,512.0,Intel,Win,819.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,15.6,512.0,Intel,Win,1488.95,32.0
Lg,16.0,512.0,Intel,Win,900.9,16.0
Hp,14.0,32.0,Celeron,Chrome OS,297.0,4.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Intel,Win,1637.24,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,14.0,256.0,Intel,Win,917.24,16.0
Panasonic,14.0,256.0,Intel,Win,700.0,8.0
Asus,17.3,1.0,Intel,Win,519.0,12.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,13.3,256.0,Intel,Win,2199.0,8.0
Hp,15.6,256.0,Intel,Win,939.19,16.0
Dell,17.0,1.0,Intel,Win,2949.0,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Ryzen,Win,2148.82,32.0
Lenovo,15.6,256.0,Pentium,Win,349.99,4.0
Hp,14.0,1000.0,Intel,Win,599.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Asus,16.0,1.0,Intel,Win,1445.82,32.0
Lg,16.0,1.0,Intel,Win,1546.84,16.0
Panasonic,13.1,480.0,Intel,Win,552.99,8.0
Acer,15.6,1.0,Intel,Win,1249.98,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,15.6,256.0,Intel,Win,369.95,8.0
Dell,15.6,2.0,Intel,Win,1125.0,64.0
Dell,13.0,256.0,Intel,Win,749.99,8.0
Dell,15.6,256.0,Intel,Win,479.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,16.0,512.0,Ryzen,Win,629.0,12.0
Dell,13.3,256.0,Intel,Win,598.99,8.0
Lenovo,13.3,512.0,Intel,Win,849.0,16.0
Dell,17.3,512.0,Ryzen,Win,1486.99,12.0
Panasonic,13.1,1.0,Intel,Win,599.99,16.0
Dell,15.6,1000.0,Intel,Win,1767.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,13.0,1000.0,Intel,Win,899.74,16.0
Dell,17.0,512.0,Intel,Win,3345.99,32.0
Lenovo,14.0,32.0,Intel,Chrome OS,289.0,4.0
Dell,14.0,512.0,Intel,Win,1535.99,32.0
Dell,14.0,1000.0,Intel,Win,1499.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,17.3,512.0,Ryzen,Win,743.66,8.0
Msi,13.4,1.0,Intel,Win,1599.0,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,15.6,512.0,Intel,Win,879.99,8.0
Dell,15.0,512.0,Intel,Win,986.99,16.0
Dell,15.6,1.0,Intel,Win,2499.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,1.0,Intel,Win,3999.99,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Asus,15.6,1.0,Intel,Win,2249.0,32.0
Asus,11.6,32.0,Celeron,Chrome OS,444.99,8.0
Panasonic,15.4,480.0,Intel,Win,606.89,16.0
Asus,15.6,128.0,Intel,Win,370.23,8.0
Apple,16.0,1.0,Intel,Mac,1419.0,16.0
Dell,14.0,512.0,Intel,Win,1910.62,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,14.0,512.0,Intel,Win,711.99,16.0
Asus,15.6,128.0,Intel,Win,319.0,4.0
Panasonic,15.4,240.0,Intel,Win,450.0,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,15.6,512.0,Intel,Win,659.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,15.6,256.0,Intel,Win,899.99,12.0
Msi,16.0,1.0,Intel,Win,1599.0,16.0
Lenovo,15.6,128.0,AMD,Win,399.99,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lg,16.0,512.0,Intel,Win,978.99,8.0
Dell,15.6,2.0,Intel,Win,1481.86,32.0
Dell,14.0,2.0,Intel,Win,993.23,64.0
Dell,13.3,256.0,Intel,Win,1499.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,12.5,500.0,Intel,Win,248.98,8.0
Lenovo,16.0,2.0,Intel,Win,2119.0,32.0
Lg,15.0,512.0,Intel,Win,1469.44,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,1000.0,Ryzen,Win,1986.99,32.0
Msi,15.6,1.0,Intel,Win,1349.49,16.0
Dell,14.0,256.0,Intel,Win,726.07,8.0
Msi,15.6,512.0,Intel,Win,1099.99,16.0
Hp,14.0,1.0,Intel,Win,587.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,320.0,Intel,Win,99.99,2.0
Dell,15.6,512.0,Intel,Win,1910.11,16.0
Acer,11.6,64.0,Celeron,Chrome OS,316.39,4.0
Hp,11.6,32.0,Media,Chrome OS,168.0,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,14.0,512.0,Intel,Win,1209.0,16.0
Dell,17.0,1.0,Intel,Win,2999.0,32.0
Dell,14.0,256.0,Intel,Win,798.0,16.0
Dell,13.4,1.0,Intel,Win,1355.84,16.0
Asus,15.6,256.0,Intel,Win,499.99,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Toughbook,14.0,512.0,Intel,Win,1195.0,16.0
Microsoft,15.0,512.0,Ryzen,Win,1299.0,16.0
Dell,15.6,1.0,AMD,Win,1962.99,32.0
Hp,14.0,320.0,Intel,Win,124.0,4.0
Panasonic,12.0,512.0,Intel,Win,1773.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,17.3,512.0,Intel,Win,3376.64,64.0
Dell,17.0,1.0,Intel,Win,4999.0,32.0
Msi,14.0,1.0,Intel,Win,839.99,16.0
Lenovo,16.0,512.0,Intel,Win,1499.0,16.0
Acer,11.6,32.0,Celeron,Chrome OS,334.99,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Hp,16.0,512.0,Intel,Win,1400.0,16.0
Dell,16.0,512.0,Intel,Win,1599.99,16.0
Lenovo,15.6,512.0,Ryzen,Win,864.14,16.0
Dell,17.0,2.0,Intel,Win,3399.99,64.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,11.6,32.0,A-Series,Chrome OS,253.46,4.0
Lenovo,14.0,256.0,Intel,Win,965.99,16.0
Dell,15.6,1000.0,Intel,Win,1163.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,256.0,Intel,Win,1152.45,16.0
Lenovo,14.0,256.0,Ryzen,Win,468.0,4.0
Asus,17.3,1000.0,Intel,Win,1699.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,15.6,1.0,Intel,Win,1349.99,32.0
Iview,14.1,64.0,Intel,Win,239.99,4.0
Msi,15.6,1.0,Intel,Win,1246.47,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,17.3,1000.0,Intel,Win,474.98,16.0
Lenovo,11.6,64.0,Celeron,Win,269.99,4.0
Acer,14.0,512.0,Intel,Win,599.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,256.0,Intel,Win,1359.99,16.0
Dell,16.0,1.0,Intel,Win,1374.98,32.0
Msi,17.3,1.0,Intel,Win,4499.0,32.0
Lenovo,15.6,256.0,Intel,Win,360.0,4.0
Dell,18.0,2000.0,Intel,Win,3416.35,64.0
Dell,13.0,256.0,Intel,Win,749.99,8.0
Asus,14.0,64.0,Celeron,Win,229.99,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,11.6,32.0,Others,Win,176.24,4.0
Lenovo,15.6,256.0,Intel,Win,400.0,8.0
Toughbook,10.1,256.0,Intel,Win,863.99,8.0
Lenovo,14.0,2.0,Intel,Win,1199.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,1000.0,Intel,Win,2465.99,64.0
Dell,15.6,2.0,Ryzen,Win,971.04,64.0
Dell,14.0,512.0,Intel,Win,996.99,32.0
Msi,15.6,2.0,Intel,Win,1808.99,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,11.6,32.0,Celeron,Win,194.97,4.0
Dell,13.3,512.0,Intel,Win,1718.99,16.0
Dell,14.0,512.0,Intel,Win,2643.99,16.0
Dell,14.0,512.0,Intel,Win,1482.04,16.0
Dell,17.3,2000.0,Ryzen,Win,1881.99,16.0
Asus,11.6,128.0,Intel,Win,462.0,4.0
Hp,15.6,1.0,Intel,Win,959.99,12.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,13.3,512.0,Intel,Win,1273.99,16.0
Dell,17.0,4.0,Intel,Win,3799.0,64.0
Lenovo,14.0,4.0,Intel,Win,2179.0,48.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,2.0,Intel,Win,620.0,32.0
Dell,15.6,1000.0,Intel,Win,1009.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,13.0,1000.0,Intel,Win,1561.99,16.0
Dell,14.0,1000.0,Intel,Win,2086.99,12.0
Dell,15.6,500.0,Intel,Win,268.98,16.0
Lenovo,14.0,128.0,Intel,Win,310.19,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,16.0,512.0,Ryzen,Win,1344.99,16.0
Gigabyte,17.0,1.0,Intel,Win,1119.99,16.0
Lenovo,14.0,512.0,Ryzen,Win,1638.95,16.0
Apple,13.0,512.0,Apple M1,Mac,1657.99,16.0
Dell,14.0,512.0,Intel,Win,2150.88,16.0
Dell,14.0,256.0,Intel,Win,836.16,8.0
Lenovo,13.3,256.0,Intel,Win,724.0,8.0
Dell,14.0,256.0,Intel,Win,749.99,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,512.0,Intel,Win,953.82,32.0
Lenovo,14.0,512.0,Intel,Win,899.0,8.0
Asus,15.6,512.0,Intel,Win,979.0,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,15.6,256.0,Athlon Silver 3050U,Win,378.0,8.0
Lenovo,13.3,64.0,Intel,Chrome OS,399.0,4.0
Dell,13.3,512.0,Intel,Win,1273.99,16.0
Dell,14.0,1000.0,Intel,Win,1227.99,32.0
Asus,14.0,32.0,Celeron,Chrome OS,199.0,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Asus,15.6,256.0,Intel,Win,619.71,8.0
Lenovo,14.0,256.0,Intel,Win,139.98,16.0
Dell,15.6,512.0,Intel,Win,979.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,15.6,1.0,Intel,Win,4119.0,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,13.4,512.0,Intel,Win,1273.99,16.0
Dell,15.6,512.0,Intel,Win,1723.77,16.0
Lenovo,14.0,256.0,Intel,Win,653.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,16.0,512.0,Intel,Win,1973.99,32.0
Dell,17.3,512.0,Intel,Win,3915.99,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Panasonic,13.1,250.0,Intel,Win,299.95,4.0
Dell,15.6,512.0,Intel,Win,1699.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,1000.0,Ryzen,Win,854.86,16.0
Msi,14.0,512.0,Intel,Win,941.05,16.0
Microsoft,13.5,512.0,Intel,Win,865.0,8.0
Dell,14.0,512.0,Intel,Win,2192.13,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Hp,14.0,256.0,Intel,Win,490.77,8.0
Hp,13.5,512.0,Intel,Win,2333.99,16.0
Asus,16.0,2.0,Intel,Win,1704.99,32.0
Asus,14.0,128.0,Intel,Win,446.98,4.0
Dell,14.0,256.0,Intel,Win,784.97,8.0
Dell,15.6,512.0,Intel,Win,2699.0,64.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,13.3,128.0,Intel,Win,1099.95,8.0
Lenovo,14.0,256.0,Ryzen,Win,729.99,16.0
Apple,13.3,256.0,Intel,Mac,1499.0,16.0
Dell,16.0,512.0,Intel,Win,1662.92,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,11.6,128.0,Celeron,Win,286.0,4.0
Dell,15.6,256.0,Intel,Win,1526.31,16.0
Dell,13.4,512.0,Intel,Win,909.99,16.0
Microsoft,15.0,256.0,Ryzen,Win,799.0,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Asus,15.6,1.0,Intel,Win,2249.99,16.0
Dell,16.0,1000.0,Intel,Win,1498.0,40.0
Iview,14.1,64.0,Celeron,Win,189.95,4.0
Lenovo,15.6,128.0,Intel,Win,222.5,4.0
Apple,15.6,512.0,Intel,Mac,1899.0,24.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,512.0,Intel,Win,681.61,16.0
Dell,15.6,512.0,Intel,Win,1699.95,32.0
Dell,14.0,512.0,Intel,Win,802.91,16.0
Apple,16.2,1.0,Apple M2,Mac,3043.95,32.0
Dell,17.3,2000.0,Intel,Win,3208.03,64.0
Dell,15.6,256.0,Intel,Win,760.99,8.0
Asus,11.6,32.0,Celeron,Win,199.99,2.0
Hp,15.6,1000.0,Ryzen,Win,849.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,15.6,1.0,Pentium,Win,419.0,20.0
Acer,14.0,512.0,Intel,Win,799.99,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,11.6,32.0,Media,Chrome OS,219.0,4.0
Gigabyte,14.0,512.0,Intel,Win,700.43,16.0
Hp,15.6,2.0,Intel,Win,298.7,32.0
Hp,15.6,500.0,Intel,Win,799.81,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Asus,11.6,32.0,Celeron,Win,169.0,4.0
Dell,15.6,1.0,Intel,Win,949.0,32.0
Dell,14.0,256.0,Intel,Win,1875.98,16.0
Lenovo,16.0,512.0,Intel,Win,2352.59,16.0
Dell,13.3,512.0,Intel,Win,749.0,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,512.0,Intel,Win,1566.99,16.0
Dell,13.4,2000.0,Intel,Win,1820.99,32.0
Dell,14.0,512.0,Intel,Win,1077.24,16.0
Lenovo,16.0,512.0,Intel,Win,1851.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Samsung,11.6,64.0,Celeron,Chrome OS,249.49,4.0
Dell,15.6,2000.0,Intel,Win,2409.99,32.0
